Chr	Start	Stop	BlockLength	BlockSize
Syn_WH8101_rela	28664	29118	522	48
Syn_WH8101_rela	29118	29665	559	48
Syn_WH8101_rela	29665	30575	1051	48
Syn_WH8101_rela	30575	30576	1	42
Syn_WH8101_rela	31721	32695	1077	48
Syn_WH8101_rela	32695	33832	1186	48
Syn_WH8101_rela	33832	34605	855	48
Syn_WH8101_rela	34605	35883	1368	48
Syn_WH8101_rela	35883	36104	274	48
Syn_WH8101_rela	36104	36381	310	48
Syn_WH8101_rela	36381	37348	1233	48
Syn_WH8101_rela	37348	37860	587	48
Syn_WH8101_rela	37860	39000	1186	48
Syn_WH8101_rela	39000	39810	1014	48
Syn_WH8101_rela	39810	40326	817	48
Syn_WH8101_rela	40326	40769	480	48
Syn_WH8101_rela	40769	40847	100	48
Syn_WH8101_rela	40847	41226	596	48
Syn_WH8101_rela	41226	41487	302	48
Syn_WH8101_rela	41487	41560	123	48
Syn_WH8101_rela	41560	41585	67	48
Syn_WH8101_rela	41585	41931	450	48
Syn_WH8101_rela	41931	41991	110	48
Syn_WH8101_rela	41991	43537	1668	48
Syn_WH8101_rela	43537	44435	1052	48
Syn_WH8101_rela	44435	44747	312	48
Syn_WH8101_rela	44747	45992	1245	48
Syn_WH8101_rela	45992	45999	7	48
Syn_WH8101_rela	45999	46004	19	46
Syn_WH8101_rela	46004	46016	33	41
Syn_WH8101_rela	46016	46019	14	41
Syn_WH8101_rela	46019	46231	246	41
Syn_WH8101_rela	46231	46587	356	2
Syn_WH8101_rela	46587	47221	655	2
Syn_WH8101_rela	47221	47686	465	2
Syn_WH8101_rela	47686	55090	7404	2
Syn_WH8101_rela	55090	55406	337	48
Syn_WH8101_rela	55406	56226	1030	48
Syn_WH8101_rela	56226	56658	434	48
Syn_WH8101_rela	56658	58004	1387	48
Syn_WH8101_rela	58004	58017	30	48
Syn_WH8101_rela	58017	58591	590	48
Syn_WH8101_rela	58591	59199	620	48
Syn_WH8101_rela	60698	61534	868	48
Syn_WH8101_rela	61534	61855	365	48
Syn_WH8101_rela	61855	62177	449	48
Syn_WH8101_rela	62177	62706	543	48
Syn_WH8101_rela	62706	63377	744	48
Syn_WH8101_rela	63377	63384	7	48
Syn_WH8101_rela	63384	63423	66	48
Syn_WH8101_rela	63423	63993	748	48
Syn_WH8101_rela	63993	64283	290	48
Syn_WH8101_rela	64283	64981	783	48
Syn_WH8101_rela	64981	65185	251	48
Syn_WH8101_rela	65185	65401	306	48
Syn_WH8101_rela	65401	65645	244	48
Syn_WH8101_rela	71955	71972	37	47
Syn_WH8101_rela	71972	71977	13	47
Syn_WH8101_rela	71977	71979	2	22
Syn_WH8101_rela	71979	72004	79	46
Syn_WH8101_rela	72004	72036	37	48
Syn_WH8101_rela	72036	72059	41	48
Syn_WH8101_rela	72059	72074	20	47
Syn_WH8101_rela	72074	72080	29	47
Syn_WH8101_rela	72080	72107	81	48
Syn_WH8101_rela	72107	72108	1	42
Syn_WH8101_rela	72108	72123	75	45
Syn_WH8101_rela	72123	72142	35	45
Syn_WH8101_rela	72142	72146	8	40
Syn_WH8101_rela	72146	72335	348	48
Syn_WH8101_rela	72335	72577	301	48
Syn_WH8101_rela	72577	72580	3	47
Syn_WH8101_rela	72580	72590	20	47
Syn_WH8101_rela	72590	72624	112	48
Syn_WH8101_rela	72624	72751	281	48
Syn_WH8101_rela	72751	72752	1	46
Syn_WH8101_rela	72752	72783	97	48
Syn_WH8101_rela	72783	72785	2	48
Syn_WH8101_rela	72785	73110	329	48
Syn_WH8101_rela	73110	73906	826	48
Syn_WH8101_rela	73906	74026	175	48
Syn_WH8101_rela	74026	74280	299	48
Syn_WH8101_rela	74280	74594	314	48
Syn_WH8101_rela	74594	74616	22	48
Syn_WH8101_rela	74616	75086	476	48
Syn_WH8101_rela	75086	75796	714	48
Syn_WH8101_rela	75796	76118	347	48
Syn_WH8101_rela	76118	76940	942	48
Syn_WH8101_rela	76940	78285	1359	48
Syn_WH8101_rela	78285	78431	264	48
Syn_WH8101_rela	78431	78758	327	48
Syn_WH8101_rela	78758	79468	722	48
Syn_WH8101_rela	79468	79693	225	48
Syn_WH8101_rela	79693	80439	820	48
Syn_WH8101_rela	80439	82275	1914	48
Syn_WH8101_rela	82275	82355	143	48
Syn_WH8101_rela	82582	83070	488	3
Syn_WH8101_rela	83070	83838	768	3
Syn_WH8101_rela	83838	84927	1089	3
Syn_WH8101_rela	84927	85396	479	23
Syn_WH8101_rela	85396	85636	257	24
Syn_WH8101_rela	85636	85992	360	23
Syn_WH8101_rela	85992	87267	1397	24
Syn_WH8101_rela	87267	87285	21	22
Syn_WH8101_rela	87285	87550	312	22
Syn_WH8101_rela	87550	87868	318	22
Syn_WH8101_rela	87868	87877	9	22
Syn_WH8101_rela	87877	87902	46	22
Syn_WH8101_rela	88119	88137	21	46
Syn_WH8101_rela	88137	88151	14	25
Syn_WH8101_rela	88151	88156	5	25
Syn_WH8101_rela	88156	88160	4	25
Syn_WH8101_rela	88160	88170	18	22
Syn_WH8101_rela	88170	88198	63	21
Syn_WH8101_rela	88198	88199	1	21
Syn_WH8101_rela	88199	88209	13	23
Syn_WH8101_rela	88209	90077	1873	26
Syn_WH8101_rela	90077	90194	126	26
Syn_WH8101_rela	90194	90239	48	26
Syn_WH8101_rela	90239	90255	43	23
Syn_WH8101_rela	90255	90729	490	22
Syn_WH8101_rela	90729	91001	282	24
Syn_WH8101_rela	91001	91368	391	26
Syn_WH8101_rela	91368	92095	738	22
Syn_WH8101_rela	92095	92104	14	15
Syn_WH8101_rela	92104	92107	3	19
Syn_WH8101_rela	92107	92109	3	19
Syn_WH8101_rela	92109	92314	206	22
Syn_WH8101_rela	92314	92642	334	22
Syn_WH8101_rela	92642	93126	517	22
Syn_WH8101_rela	93481	93759	302	22
Syn_WH8101_rela	93759	93767	8	23
Syn_WH8101_rela	93794	94068	274	32
Syn_WH8101_rela	94068	94137	87	32
Syn_WH8101_rela	94137	94663	624	32
Syn_WH8101_rela	94663	94907	245	29
Syn_WH8101_rela	94907	94979	213	29
Syn_WH8101_rela	94979	96110	1139	29
Syn_WH8101_rela	96110	96802	701	32
Syn_WH8101_rela	96802	97138	353	29
Syn_WH8101_rela	97138	97586	590	29
Syn_WH8101_rela	97586	97986	415	18
Syn_WH8101_rela	97986	98394	408	18
Syn_WH8101_rela	98429	98430	1	48
Syn_WH8101_rela	98430	98435	5	48
Syn_WH8101_rela	98435	98452	71	48
Syn_WH8101_rela	98452	98458	22	42
Syn_WH8101_rela	98458	98467	13	46
Syn_WH8101_rela	98540	98643	144	48
Syn_WH8101_rela	98643	98651	12	22
Syn_WH8101_rela	98651	98680	46	22
Syn_WH8101_rela	98680	98682	9	22
Syn_WH8101_rela	98682	99030	483	22
Syn_WH8101_rela	99030	99462	432	22
Syn_WH8101_rela	99462	99477	26	22
Syn_WH8101_rela	99477	99500	45	22
Syn_WH8101_rela	99500	99502	2	22
Syn_WH8101_rela	99502	99504	2	22
Syn_WH8101_rela	99504	99509	5	22
Syn_WH8101_rela	99509	99520	15	16
Syn_WH8101_rela	99520	99531	19	16
Syn_WH8101_rela	99531	99553	26	15
Syn_WH8101_rela	99553	99554	1	13
Syn_WH8101_rela	99564	99693	159	23
Syn_WH8101_rela	99693	99720	36	20
Syn_WH8101_rela	99720	99776	89	22
Syn_WH8101_rela	99776	99838	70	21
Syn_WH8101_rela	99838	99853	15	21
Syn_WH8101_rela	99853	99870	20	17
Syn_WH8101_rela	99870	99918	51	17
Syn_WH8101_rela	99918	99982	96	22
Syn_WH8101_rela	99982	100004	54	22
Syn_WH8101_rela	100004	100026	28	22
Syn_WH8101_rela	100026	100036	17	22
Syn_WH8101_rela	100036	100058	28	23
Syn_WH8101_rela	100058	100124	87	23
Syn_WH8101_rela	100124	100135	11	7
Syn_WH8101_rela	100135	100156	26	13
Syn_WH8101_rela	100156	100181	26	12
Syn_WH8101_rela	100181	100184	4	30
Syn_WH8101_rela	100184	100185	1	28
Syn_WH8101_rela	100185	101860	1697	48
Syn_WH8101_rela	101860	103003	1143	48
Syn_WH8101_rela	103003	103004	1	46
Syn_WH8101_rela	103004	103010	6	29
Syn_WH8101_rela	103010	103023	18	29
Syn_WH8101_rela	103023	103024	1	19
Syn_WH8101_rela	103024	103027	3	26
Syn_WH8101_rela	103027	103028	1	27
Syn_WH8101_rela	103028	103052	37	29
Syn_WH8101_rela	103052	103056	7	28
Syn_WH8101_rela	103056	103057	1	23
Syn_WH8101_rela	103057	103062	10	28
Syn_WH8101_rela	103062	103065	4	28
Syn_WH8101_rela	103065	103066	1	27
Syn_WH8101_rela	103066	103067	1	27
Syn_WH8101_rela	103067	103069	2	43
Syn_WH8101_rela	103069	103070	1	44
Syn_WH8101_rela	103070	103123	62	47
Syn_WH8101_rela	103123	103311	224	48
Syn_WH8101_rela	103311	103315	4	48
Syn_WH8101_rela	103315	103804	489	48
Syn_WH8101_rela	103804	103807	12	47
Syn_WH8101_rela	103807	103813	6	47
Syn_WH8101_rela	103813	104878	1077	48
Syn_WH8101_rela	104878	104885	9	44
Syn_WH8101_rela	104885	104983	166	46
Syn_WH8101_rela	104983	105034	51	43
Syn_WH8101_rela	105034	105470	503	43
Syn_WH8101_rela	105470	105603	158	41
Syn_WH8101_rela	105603	105638	40	43
Syn_WH8101_rela	105638	105652	31	45
Syn_WH8101_rela	105652	106508	981	48
Syn_WH8101_rela	106508	106729	223	48
Syn_WH8101_rela	106729	107021	308	48
Syn_WH8101_rela	107021	107257	258	48
Syn_WH8101_rela	107415	108057	642	48
Syn_WH8101_rela	108057	109380	1357	48
Syn_WH8101_rela	109380	110134	866	48
Syn_WH8101_rela	110134	110493	420	48
Syn_WH8101_rela	110493	110497	4	48
Syn_WH8101_rela	110497	110972	486	48
Syn_WH8101_rela	110972	110973	1	48
Syn_WH8101_rela	110973	110977	4	48
Syn_WH8101_rela	110977	110979	5	48
Syn_WH8101_rela	110979	111063	120	48
Syn_WH8101_rela	111063	111521	463	48
Syn_WH8101_rela	111521	112211	711	48
Syn_WH8101_rela	112211	112592	399	48
Syn_WH8101_rela	112592	112602	16	46
Syn_WH8101_rela	112602	112816	243	48
Syn_WH8101_rela	112816	113463	647	48
Syn_WH8101_rela	113463	113549	86	48
Syn_WH8101_rela	113549	113593	44	48
Syn_WH8101_rela	113593	113600	8	48
Syn_WH8101_rela	113600	113603	6	38
Syn_WH8101_rela	113603	113607	5	36
Syn_WH8101_rela	113632	113634	2	38
Syn_WH8101_rela	114633	114701	76	37
Syn_WH8101_rela	114701	114709	8	37
Syn_WH8101_rela	114709	114908	209	39
Syn_WH8101_rela	114908	115412	520	29
Syn_WH8101_rela	115412	116581	1226	23
Syn_WH8101_rela	116581	117189	645	23
Syn_WH8101_rela	117189	117483	295	23
Syn_WH8101_rela	117483	117779	299	23
Syn_WH8101_rela	117779	117885	107	23
Syn_WH8101_rela	117885	118688	887	23
Syn_WH8101_rela	118688	118939	258	23
Syn_WH8101_rela	121354	121499	149	22
Syn_WH8101_rela	121667	121921	285	46
Syn_WH8101_rela	122888	123073	185	18
Syn_WH8101_rela	123073	123684	629	3
Syn_WH8101_rela	123684	125018	1340	3
Syn_WH8101_rela	125018	126822	1806	3
Syn_WH8101_rela	126822	128790	1968	3
Syn_WH8101_rela	128790	130319	1535	18
Syn_WH8101_rela	130319	130320	1	16
Syn_WH8101_rela	130320	130327	7	18
Syn_WH8101_rela	130335	132994	2667	29
Syn_WH8101_rela	132994	132996	3	33
Syn_WH8101_rela	132996	132998	7	34
Syn_WH8101_rela	132998	132999	1	34
Syn_WH8101_rela	132999	133077	110	43
Syn_WH8101_rela	133077	133106	44	44
Syn_WH8101_rela	133106	133115	9	44
Syn_WH8101_rela	133115	133340	283	44
Syn_WH8101_rela	133340	134148	878	44
Syn_WH8101_rela	134148	134149	1	41
Syn_WH8101_rela	134149	134152	3	40
Syn_WH8101_rela	134152	134159	7	42
Syn_WH8101_rela	134159	134166	7	44
Syn_WH8101_rela	134166	134167	1	44
Syn_WH8101_rela	134167	134210	72	44
Syn_WH8101_rela	134210	134211	1	42
Syn_WH8101_rela	134211	134225	26	44
Syn_WH8101_rela	134225	134287	64	44
Syn_WH8101_rela	134287	135060	922	44
Syn_WH8101_rela	135060	135061	1	15
Syn_WH8101_rela	135061	135096	50	16
Syn_WH8101_rela	135096	135098	2	14
Syn_WH8101_rela	135098	135109	11	38
Syn_WH8101_rela	135109	135129	20	42
Syn_WH8101_rela	135129	135162	33	42
Syn_WH8101_rela	135162	135204	49	44
Syn_WH8101_rela	135233	135317	145	48
Syn_WH8101_rela	135317	135782	521	48
Syn_WH8101_rela	135782	137191	1409	48
Syn_WH8101_rela	137191	137206	47	48
Syn_WH8101_rela	137206	137208	2	46
Syn_WH8101_rela	137208	137213	8	48
Syn_WH8101_rela	137213	137217	5	48
Syn_WH8101_rela	137217	137249	42	48
Syn_WH8101_rela	137249	137262	13	48
Syn_WH8101_rela	137262	137973	882	48
Syn_WH8101_rela	137973	138476	550	48
Syn_WH8101_rela	138476	139905	1465	48
Syn_WH8101_rela	139905	140281	404	48
Syn_WH8101_rela	140281	141239	1035	48
Syn_WH8101_rela	141239	141905	669	48
Syn_WH8101_rela	141905	142123	220	48
Syn_WH8101_rela	142255	142611	356	48
Syn_WH8101_rela	142611	143056	512	48
Syn_WH8101_rela	143056	143331	277	48
Syn_WH8101_rela	143331	144048	728	48
Syn_WH8101_rela	144048	144522	488	48
Syn_WH8101_rela	144522	144798	280	48
Syn_WH8101_rela	144834	145359	638	48
Syn_WH8101_rela	145359	145971	702	48
Syn_WH8101_rela	145971	146053	102	44
Syn_WH8101_rela	146053	146368	337	44
Syn_WH8101_rela	146368	146439	88	44
Syn_WH8101_rela	146439	146530	107	44
Syn_WH8101_rela	146530	146564	34	44
Syn_WH8101_rela	146564	146977	460	44
Syn_WH8101_rela	146977	147428	612	44
Syn_WH8101_rela	147428	147765	363	47
Syn_WH8101_rela	147765	147766	1	45
Syn_WH8101_rela	147766	147792	37	46
Syn_WH8101_rela	147792	147987	281	48
Syn_WH8101_rela	147987	148061	117	39
Syn_WH8101_rela	148061	148252	221	39
Syn_WH8101_rela	148252	148792	623	39
Syn_WH8101_rela	148792	149509	882	47
Syn_WH8101_rela	149509	149733	224	47
Syn_WH8101_rela	149733	149767	58	47
Syn_WH8101_rela	149767	149814	59	39
Syn_WH8101_rela	149814	149820	6	38
Syn_WH8101_rela	149820	149918	247	47
Syn_WH8101_rela	149918	149931	80	45
Syn_WH8101_rela	149931	150429	543	48
Syn_WH8101_rela	150429	151413	1108	48
Syn_WH8101_rela	151413	151479	68	48
Syn_WH8101_rela	151479	151591	211	47
Syn_WH8101_rela	151591	151839	248	47
Syn_WH8101_rela	151839	152328	521	47
Syn_WH8101_rela	152328	152658	341	47
Syn_WH8101_rela	152658	153838	1243	47
Syn_WH8101_rela	153838	154358	535	47
Syn_WH8101_rela	154358	154373	18	47
Syn_WH8101_rela	154373	154535	223	47
Syn_WH8101_rela	154535	155370	835	47
Syn_WH8101_rela	155370	155760	390	47
Syn_WH8101_rela	155760	155882	122	47
Syn_WH8101_rela	155882	155892	10	47
Syn_WH8101_rela	155892	155893	1	45
Syn_WH8101_rela	155893	155900	11	45
Syn_WH8101_rela	155900	155901	1	45
Syn_WH8101_rela	155901	155902	1	46
Syn_WH8101_rela	155902	155925	33	46
Syn_WH8101_rela	155925	155927	2	21
Syn_WH8101_rela	155927	155930	3	23
Syn_WH8101_rela	155930	155933	3	22
Syn_WH8101_rela	155933	155935	2	17
Syn_WH8101_rela	157004	157090	86	47
Syn_WH8101_rela	157090	157796	706	47
Syn_WH8101_rela	157796	159037	1299	47
Syn_WH8101_rela	159037	160302	1308	47
Syn_WH8101_rela	160302	160580	291	47
Syn_WH8101_rela	160580	161420	1000	48
Syn_WH8101_rela	161420	161873	455	47
Syn_WH8101_rela	161873	162861	988	47
Syn_WH8101_rela	162861	162866	5	47
Syn_WH8101_rela	162874	164369	1501	27
Syn_WH8101_rela	164369	164793	444	26
Syn_WH8101_rela	164793	164817	24	21
Syn_WH8101_rela	164817	164823	6	24
Syn_WH8101_rela	164823	164834	19	25
Syn_WH8101_rela	164846	164891	45	19
Syn_WH8101_rela	164891	164897	8	47
Syn_WH8101_rela	164897	164904	7	47
Syn_WH8101_rela	164904	165487	640	47
Syn_WH8101_rela	165487	165915	470	45
Syn_WH8101_rela	165915	165940	42	45
Syn_WH8101_rela	165940	165941	1	27
Syn_WH8101_rela	165941	165972	46	47
Syn_WH8101_rela	165972	165978	6	47
Syn_WH8101_rela	165978	166104	142	47
Syn_WH8101_rela	166104	166108	4	46
Syn_WH8101_rela	166108	166551	510	46
Syn_WH8101_rela	166551	166561	10	46
Syn_WH8101_rela	166561	166563	2	42
Syn_WH8101_rela	166563	166695	132	42
Syn_WH8101_rela	166695	166738	50	9
Syn_WH8101_rela	166738	166763	25	9
Syn_WH8101_rela	166763	166766	3	13
Syn_WH8101_rela	166766	166769	3	13
Syn_WH8101_rela	166769	167266	522	12
Syn_WH8101_rela	167266	167444	227	36
Syn_WH8101_rela	167444	167511	81	26
Syn_WH8101_rela	167511	167530	33	47
Syn_WH8101_rela	167530	167531	1	38
Syn_WH8101_rela	167531	167945	472	48
Syn_WH8101_rela	167945	167968	23	48
Syn_WH8101_rela	167968	168020	52	48
Syn_WH8101_rela	168020	168026	6	45
Syn_WH8101_rela	168026	168037	11	45
Syn_WH8101_rela	168037	168708	825	48
Syn_WH8101_rela	168708	168963	264	48
Syn_WH8101_rela	168963	168968	10	39
Syn_WH8101_rela	168968	169481	540	46
Syn_WH8101_rela	169481	169980	547	38
Syn_WH8101_rela	169980	172174	2213	48
Syn_WH8101_rela	172174	172629	550	48
Syn_WH8101_rela	172629	172630	1	21
Syn_WH8101_rela	172630	173004	397	21
Syn_WH8101_rela	173004	173209	205	16
Syn_WH8101_rela	173209	173973	801	26
Syn_WH8101_rela	177098	177434	339	48
Syn_WH8101_rela	177434	178861	1516	48
Syn_WH8101_rela	178861	178873	53	48
Syn_WH8101_rela	178873	179544	798	48
Syn_WH8101_rela	179544	179804	274	45
Syn_WH8101_rela	179804	180185	469	48
Syn_WH8101_rela	180185	180510	341	48
Syn_WH8101_rela	180510	181512	1109	48
Syn_WH8101_rela	181512	182274	821	48
Syn_WH8101_rela	182274	182468	239	48
Syn_WH8101_rela	182468	182469	1	48
Syn_WH8101_rela	182469	182521	59	48
Syn_WH8101_rela	182521	182797	313	48
Syn_WH8101_rela	182797	182803	6	45
Syn_WH8101_rela	182803	183004	268	45
Syn_WH8101_rela	183004	183461	464	45
Syn_WH8101_rela	183461	183708	254	48
Syn_WH8101_rela	183708	183709	1	48
Syn_WH8101_rela	183709	183726	59	48
Syn_WH8101_rela	183726	183729	3	38
Syn_WH8101_rela	183729	183731	2	36
Syn_WH8101_rela	183760	183762	2	37
Syn_WH8101_rela	183762	183788	54	37
Syn_WH8101_rela	183788	183789	1	29
Syn_WH8101_rela	183789	183795	6	30
Syn_WH8101_rela	183795	183798	3	31
Syn_WH8101_rela	183798	183801	10	31
Syn_WH8101_rela	183801	183804	5	33
Syn_WH8101_rela	183804	183807	8	43
Syn_WH8101_rela	183807	183809	2	25
Syn_WH8101_rela	183809	183811	2	27
Syn_WH8101_rela	183811	184628	854	48
Syn_WH8101_rela	184628	185213	609	4
Syn_WH8101_rela	185213	186031	860	48
Syn_WH8101_rela	186031	186577	546	48
Syn_WH8101_rela	187469	187550	94	48
Syn_WH8101_rela	187550	188155	651	47
Syn_WH8101_rela	188155	188490	338	40
Syn_WH8101_rela	188490	188491	1	40
Syn_WH8101_rela	188491	188568	82	40
Syn_WH8101_rela	188568	189760	1486	47
Syn_WH8101_rela	189760	189768	27	44
Syn_WH8101_rela	189768	189771	3	33
Syn_WH8101_rela	189771	189777	10	44
Syn_WH8101_rela	189777	190329	741	48
Syn_WH8101_rela	190329	191045	724	48
Syn_WH8101_rela	191045	191245	293	48
Syn_WH8101_rela	191245	191871	730	48
Syn_WH8101_rela	191871	192019	263	48
Syn_WH8101_rela	192019	192116	135	39
Syn_WH8101_rela	192116	192255	295	45
Syn_WH8101_rela	192255	192325	77	44
Syn_WH8101_rela	192325	192637	369	44
Syn_WH8101_rela	192637	192721	132	47
Syn_WH8101_rela	192721	192728	22	46
Syn_WH8101_rela	192728	193240	615	48
Syn_WH8101_rela	193240	193635	514	45
Syn_WH8101_rela	193635	194031	397	46
Syn_WH8101_rela	194031	194394	640	45
Syn_WH8101_rela	194394	194448	66	42
Syn_WH8101_rela	194448	194504	122	42
Syn_WH8101_rela	194504	195014	784	45
Syn_WH8101_rela	195014	195016	2	43
Syn_WH8101_rela	195016	195030	14	43
Syn_WH8101_rela	195030	195036	6	43
Syn_WH8101_rela	195036	195111	156	43
Syn_WH8101_rela	195111	195205	113	41
Syn_WH8101_rela	195205	195207	2	37
Syn_WH8101_rela	195207	195210	3	36
Syn_WH8101_rela	195210	195222	15	36
Syn_WH8101_rela	195222	195264	44	31
Syn_WH8101_rela	195264	195288	40	29
Syn_WH8101_rela	195337	195447	187	29
Syn_WH8101_rela	195447	195480	78	31
Syn_WH8101_rela	195480	195481	1	30
Syn_WH8101_rela	195481	195491	10	30
Syn_WH8101_rela	195491	195509	20	31
Syn_WH8101_rela	195509	195653	181	34
Syn_WH8101_rela	195653	195832	278	34
Syn_WH8101_rela	195832	195972	210	35
Syn_WH8101_rela	195972	195994	35	32
Syn_WH8101_rela	195994	195996	2	28
Syn_WH8101_rela	195996	195999	11	32
Syn_WH8101_rela	195999	196026	28	33
Syn_WH8101_rela	196026	196111	194	30
Syn_WH8101_rela	196111	196151	58	30
Syn_WH8101_rela	196151	196153	2	29
Syn_WH8101_rela	196157	196255	153	28
Syn_WH8101_rela	196255	196272	30	30
Syn_WH8101_rela	196272	196279	10	30
Syn_WH8101_rela	196279	196301	26	30
Syn_WH8101_rela	196301	196319	30	27
Syn_WH8101_rela	196319	196416	133	36
Syn_WH8101_rela	196416	196982	841	43
Syn_WH8101_rela	196982	197414	568	40
Syn_WH8101_rela	197414	197430	17	39
Syn_WH8101_rela	197430	197572	264	40
Syn_WH8101_rela	197572	197743	252	43
Syn_WH8101_rela	197743	197762	55	39
Syn_WH8101_rela	197926	198053	216	40
Syn_WH8101_rela	198053	198174	208	40
Syn_WH8101_rela	198174	198199	73	36
Syn_WH8101_rela	198199	198311	237	41
Syn_WH8101_rela	198311	198413	139	41
Syn_WH8101_rela	198413	198479	76	40
Syn_WH8101_rela	198479	198693	273	42
Syn_WH8101_rela	198693	198716	30	36
Syn_WH8101_rela	198716	198723	16	36
Syn_WH8101_rela	198723	198728	23	36
Syn_WH8101_rela	198728	198745	88	36
Syn_WH8101_rela	198745	198908	245	37
Syn_WH8101_rela	198908	198947	46	33
Syn_WH8101_rela	198947	199281	449	34
Syn_WH8101_rela	199281	199332	90	34
Syn_WH8101_rela	199332	199356	30	34
Syn_WH8101_rela	199356	199395	152	34
Syn_WH8101_rela	199395	199448	68	33
Syn_WH8101_rela	199448	199599	185	36
Syn_WH8101_rela	199599	199626	29	35
Syn_WH8101_rela	199626	199727	147	37
Syn_WH8101_rela	199727	199764	46	39
Syn_WH8101_rela	199764	199815	53	39
Syn_WH8101_rela	199815	199843	54	36
Syn_WH8101_rela	199843	199844	1	16
Syn_WH8101_rela	199844	199847	3	34
Syn_WH8101_rela	199847	199848	1	33
Syn_WH8101_rela	199848	199849	1	32
Syn_WH8101_rela	199849	199860	14	33
Syn_WH8101_rela	199860	199871	17	30
Syn_WH8101_rela	199871	199930	79	31
Syn_WH8101_rela	199930	199937	10	31
Syn_WH8101_rela	199937	199980	50	31
Syn_WH8101_rela	199980	200083	136	31
Syn_WH8101_rela	200083	200164	118	31
Syn_WH8101_rela	200164	200774	894	33
Syn_WH8101_rela	200873	201499	814	12
Syn_WH8101_rela	201499	201523	35	12
Syn_WH8101_rela	201523	201666	164	26
Syn_WH8101_rela	201666	201687	58	29
Syn_WH8101_rela	201687	201690	3	28
Syn_WH8101_rela	201690	201911	232	29
Syn_WH8101_rela	201911	202583	796	20
Syn_WH8101_rela	204025	204216	208	4
